Year,Entity,Gini,Top_10_share,Bottom_50_share
2010,United Kingdom,46.748000145517196,34.84,19.76
2011,United Kingdom,47.5369121788752,35.8,19.44
2012,United Kingdom,48.6641938788203,36.69,18.78
2013,United Kingdom,50.097028291649806,38.81,18.29
2014,United Kingdom,48.1152369577543,36.86,19.31
2015,United Kingdom,47.033117328607,35.69,19.86
2016,United Kingdom,46.881206115485,35.72,20.02
2017,United Kingdom,46.7995467899918,36.12,20.34
1997,Georgia,58.802429730226905,46.54,13.27
1998,Georgia,61.4886280306308,50.37,12.62
1999,Georgia,59.027993931104604,47.04,13.36
2000,Georgia,59.18593341774,47.36,13.32
2001,Georgia,59.0050871877025,47.45,13.59
2002,Georgia,56.774003380132896,45.02,14.6
2003,Georgia,56.1885772463555,44.04,14.74
2004,Georgia,55.7761633105784,43.7,14.93
2005,Georgia,57.2273614939974,45.17,14.29
2006,Georgia,57.121151260272995,45.05,14.31
2007,Georgia,58.933439695457004,47.21,13.56
2008,Georgia,58.3353557952762,46.53,13.79
2009,Georgia,56.4328318198136,44.75,14.8
2010,Georgia,57.4210306543961,45.51,14.19
2011,Georgia,60.8512408691155,49.4,12.76
2012,Georgia,57.5961790789165,46.11,14.32
2013,Georgia,61.0865037029129,49.45,12.62
2014,Georgia,57.549078953684294,46.69,14.73
2015,Georgia,57.7542638607468,46.84,14.47
2016,Georgia,59.328902772858804,48.23,13.77
2017,Georgia,59.739923190431895,48.86,13.71
2018,Georgia,59.2242778596386,48.4,13.82
1943,Ghana,,,
1951,Ghana,,,
1952,Ghana,,,
1953,Ghana,,,
1954,Ghana,,,
1955,Ghana,,,
1956,Ghana,,,
1957,Ghana,,,
1958,Ghana,,,
1959,Ghana,,,
1987,Ghana,55.2626745911121,43.82,15.37
1991,Ghana,57.93704624486949,47.05,14.08
2005,Ghana,60.981845333609996,49.83,12.44
2012,Ghana,60.2678984476666,48.39,12.5
2016,Ghana,60.783875394381305,48.91,12.21
1992,Gambia,65.8471653711644,55.25,10.21
1998,Gambia,65.8471638694067,55.25,10.21
2003,Gambia,65.4150087087707,54.79,10.44
2010,Gambia,63.3856778367665,53.49,11.89
2015,Gambia,56.4250243550798,45.87,15.02
1991,Guinea,61.9251571126426,48.13,10.67
2002,Guinea,62.404981640522905,51.95,12.04
2003,Guinea,61.5559732944021,50.87,12.38
2007,Guinea,58.15638796613351,46.58,13.74
2012,Guinea,53.8078139206293,42.69,16.19
1967,Greece,,35.74,
1968,Greece,,35.97,
1969,Greece,,35.87,
1970,Greece,,35.92,
1971,Greece,,36.1,
1972,Greece,,35.94,
1973,Greece,,35.78,
1974,Greece,,35.85,
1975,Greece,,35.87,
1976,Greece,,35.91,
1977,Greece,,35.99,
1978,Greece,,36.09,
1979,Greece,,36.11,
1980,Greece,49.0613622729834,36.2,17.81
1981,Greece,50.5110568192306,37.38,16.97
1982,Greece,49.7649863159582,36.47,17.43
1983,Greece,48.4729144156615,35.56,18.18
1984,Greece,48.145384311147,34.92,18.27
1985,Greece,48.990201859437796,35.46,17.76
1986,Greece,47.5770655339101,33.56,18.36
1987,Greece,46.8755353026992,33.69,19.03
1988,Greece,48.3910719480047,32.92,17.9
1989,Greece,47.341506917709296,32.41,18.05
1990,Greece,47.9314023862877,33.15,17.8
1991,Greece,46.9722756050786,33.02,18.49
1992,Greece,46.196681236831,32.8,19.07
1993,Greece,48.205368931373,33.85,17.88
1994,Greece,49.604099692043704,35.07,17.16
1995,Greece,49.8057543184295,35.35,17.12
1996,Greece,50.218387937503906,35.98,17.03
1997,Greece,52.2554454780366,37.87,15.99
1998,Greece,53.021789479668904,38.71,15.66
1999,Greece,53.208327219332595,39.56,15.78
2000,Greece,54.2772358246221,40.25,15.14
2001,Greece,53.916508365279405,39.83,15.35
2002,Greece,51.624023368284696,37.74,16.52
2003,Greece,49.520810789637096,36.28,17.76
2004,Greece,49.958088381165,37.12,17.73
2005,Greece,50.559041448616405,37.47,17.37
2006,Greece,49.391437286780295,36.64,18.0
2007,Greece,48.2749079726293,35.56,18.59
2008,Greece,45.7972596666508,33.15,19.86
2009,Greece,45.1069899289335,32.5,20.15
2010,Greece,46.459660221216,33.74,19.39
2011,Greece,45.32050172416,31.43,19.62
2012,Greece,45.653699727264005,31.77,19.59
2013,Greece,46.145134059659995,33.32,19.75
2014,Greece,48.5782220273791,35.73,18.6
2015,Greece,48.3464166177193,35.46,18.71
2016,Greece,47.013839947993205,34.25,19.43
2017,Greece,46.1731462461891,33.92,20.05
1991,Guinea-Bissau,70.465536872485,59.51,7.55
1993,Guinea-Bissau,62.95131314954649,52.52,11.74
2002,Guinea-Bissau,55.7748749722958,44.9,15.29
2010,Guinea-Bissau,68.5482786544704,60.13,9.59
1981,Hong Kong,52.5696170693196,41.97,17.75
1986,Hong Kong,51.84046099870881,43.32,18.52
1991,Hong Kong,55.151705364684304,45.48,16.36
1996,Hong Kong,53.179577331666806,42.06,16.77
2001,Hong Kong,55.7610123829106,44.21,15.28
2006,Hong Kong,60.8841444675004,49.74,12.89
2011,Hong Kong,61.009970999059405,49.47,12.69
2016,Hong Kong,59.3197896413177,48.18,13.59
1984,Croatia,40.8472892201299,27.46,22.02
1985,Croatia,40.96811360352,27.56,21.91
1986,Croatia,41.3269469299524,27.66,21.61
1987,Croatia,39.4315559267848,26.24,22.6
1988,Croatia,39.7871643660489,26.25,22.21
1989,Croatia,43.6996091160284,29.68,20.63
1998,Croatia,46.691455899082804,33.08,18.78
1999,Croatia,47.6125380399769,33.47,18.09
2000,Croatia,45.8397805333209,32.43,19.16
2001,Croatia,45.9192831874935,32.38,19.14
2002,Croatia,44.7693039057825,31.56,19.87
2003,Croatia,44.1364775928751,31.05,20.33
2004,Croatia,44.938285842937894,32.01,19.94
2005,Croatia,46.3818174314927,33.31,19.16
2006,Croatia,46.1359583529134,33.44,19.45
2007,Croatia,47.380575266672395,34.28,18.68
2008,Croatia,47.127987365092,34.02,18.82
2009,Croatia,46.2378348682055,32.83,19.08
2010,Croatia,46.0261328420085,32.67,19.22
2011,Croatia,46.920024943552505,33.86,18.9
2012,Croatia,46.8535656232334,33.65,18.84
2013,Croatia,46.4617482555546,33.9,19.46
2014,Croatia,47.058785460359,34.3,19.02
2015,Croatia,46.9601073017547,34.29,19.12
2016,Croatia,46.0962973060912,33.16,19.43
2017,Croatia,46.3868494565116,33.22,19.16
2018,Croatia,47.2079559079372,34.93,18.99
1914,Hungary,,,
1915,Hungary,,,
1927,Hungary,,,
1930,Hungary,,,
1931,Hungary,,,
1932,Hungary,,,
1933,Hungary,,,
1934,Hungary,,,
1935,Hungary,,,
1936,Hungary,,,
1937,Hungary,,,
1938,Hungary,,,
1939,Hungary,,,
1940,Hungary,,,
1951,Hungary,,20.3,
1955,Hungary,,20.11,
1956,Hungary,,21.88,
1957,Hungary,,20.56,
1958,Hungary,,20.64,
1960,Hungary,,18.75,
1961,Hungary,,18.55,
1962,Hungary,,18.61,
1964,Hungary,,18.12,
1966,Hungary,,17.96,
1968,Hungary,,18.37,
1970,Hungary,,18.86,
1972,Hungary,,17.81,
1974,Hungary,,17.13,
1976,Hungary,,16.85,
1978,Hungary,,16.54,
1980,Hungary,24.731605810868,18.05,33.47
1981,Hungary,24.624824295057802,18.02,33.57
1982,Hungary,24.2576766920467,17.89,33.86
1983,Hungary,22.7406351966701,17.27,35.1
1984,Hungary,21.1364884404162,16.69,36.47
1985,Hungary,21.1302309843325,16.84,36.5
1986,Hungary,21.664161938480202,17.08,36.11
1987,Hungary,23.099480492322698,18.06,35.12
1988,Hungary,24.3921019520698,19.04,34.26
1989,Hungary,26.793052484782798,20.69,32.6
1990,Hungary,29.731225899153802,22.71,30.62
1991,Hungary,32.6239333454101,24.38,28.57
1992,Hungary,35.109869884469504,26.13,26.95
1993,Hungary,35.0155398936496,26.25,27.21
1994,Hungary,35.4377965689204,26.55,26.93
1995,Hungary,33.9633035428582,25.81,28.04
1996,Hungary,34.409585497484905,26.7,27.93
1997,Hungary,35.438794917363694,27.89,27.47
1998,Hungary,35.5560167163327,28.18,27.49
1999,Hungary,37.3457963810202,29.22,26.2
2000,Hungary,36.9914218184206,28.87,26.44
2001,Hungary,38.892555562506494,30.71,25.44
2002,Hungary,40.5570333199709,32.39,24.55
2003,Hungary,40.9875387379916,32.4,24.13
2004,Hungary,39.8508526139832,31.67,24.91
2005,Hungary,41.3619240983436,33.38,24.27
2006,Hungary,43.246421473024895,34.69,23.05
2007,Hungary,43.985627843729006,34.97,22.49
2008,Hungary,42.9296365053752,34.22,23.13
2009,Hungary,42.1916933856878,33.35,23.45
2010,Hungary,42.7564045017739,33.7,23.04
2011,Hungary,42.0884499234315,32.87,23.32
2012,Hungary,41.343753374900096,31.96,23.65
2013,Hungary,42.621318834291,33.37,23.1
2014,Hungary,42.4552678969146,32.91,23.02
2015,Hungary,42.545103819765,32.88,23.02
2016,Hungary,42.2716679998189,33.06,23.21
2017,Hungary,42.2899128787375,32.99,23.17
2018,Hungary,42.677379125271706,32.48,22.45
1920,Indonesia,,,
1921,Indonesia,,,
1922,Indonesia,,,
1923,Indonesia,,,
1924,Indonesia,,,
1925,Indonesia,,,
1926,Indonesia,,,
1927,Indonesia,,,
1928,Indonesia,,,
1929,Indonesia,,,
1930,Indonesia,,,
1931,Indonesia,,,
1932,Indonesia,,,
1933,Indonesia,,,
1934,Indonesia,,,
1935,Indonesia,,,
1936,Indonesia,,,
1937,Indonesia,,,
1938,Indonesia,,,
1939,Indonesia,,,
1985,Indonesia,54.1418408613737,42.25,15.9
1986,Indonesia,55.0964764651781,43.17,15.39
1987,Indonesia,55.9686972182973,44.02,14.93
1988,Indonesia,56.297093435059196,44.3,14.72
1989,Indonesia,56.5856403656426,44.55,14.54
1990,Indonesia,56.841196820806395,44.77,14.38
1991,Indonesia,57.3227575039873,45.35,14.19
1992,Indonesia,57.7268567002857,45.84,14.04
1993,Indonesia,58.0708150905338,46.26,13.9
1994,Indonesia,58.8689596078588,47.06,13.51
1995,Indonesia,59.4876174459664,47.71,13.21
1996,Indonesia,59.9605062483732,48.23,12.99
1997,Indonesia,55.6430067780909,44.05,15.28
1998,Indonesia,50.8964328493828,39.46,17.8
1999,Indonesia,50.178360503019405,38.74,18.18
2000,Indonesia,50.4166723902141,38.84,18.01
2001,Indonesia,51.409354185880595,39.86,17.52
2002,Indonesia,51.5144089562366,39.74,17.35
2003,Indonesia,51.590109429228505,39.6,17.19
2004,Indonesia,53.0866993474689,41.21,16.49
2005,Indonesia,54.1339698795412,42.41,16.04
2006,Indonesia,53.2602752103699,41.77,16.55
2007,Indonesia,54.320023333989596,42.44,15.87
2008,Indonesia,58.7444619209961,46.54,13.42
2009,Indonesia,59.8619789512057,47.88,12.99
2010,Indonesia,55.517342974116005,42.96,14.91
2011,Indonesia,57.056732481310505,44.84,14.28
2012,Indonesia,56.294743489227294,44.29,14.79
2013,Indonesia,55.53641507181341,43.54,15.18
2014,Indonesia,55.4962809205939,43.43,15.14
2015,Indonesia,56.682099741597405,44.97,14.75
2016,Indonesia,55.330426373451004,43.15,15.14
2017,Indonesia,54.4675902506,41.73,15.35
1922,Ireland,,,
1923,Ireland,,,
1924,Ireland,,,
1925,Ireland,,,
1926,Ireland,,,
1927,Ireland,,,
1929,Ireland,,,
1930,Ireland,,,
1931,Ireland,,,
1932,Ireland,,,
1933,Ireland,,,
1934,Ireland,,,
1935,Ireland,,,
1936,Ireland,,,
1937,Ireland,,,
1938,Ireland,,40.12,
1939,Ireland,,,
1940,Ireland,,,
1941,Ireland,,,
1942,Ireland,,,
1943,Ireland,,31.82,
1944,Ireland,,,
1945,Ireland,,,
1946,Ireland,,,
1947,Ireland,,,
1948,Ireland,,,
1949,Ireland,,,
1950,Ireland,,,
1951,Ireland,,,
1952,Ireland,,,
1953,Ireland,,,
1964,Ireland,,,
1965,Ireland,,,
1966,Ireland,,,
1967,Ireland,,,
1968,Ireland,,,
1969,Ireland,,,
1970,Ireland,,,
1971,Ireland,,,
1972,Ireland,,,
1973,Ireland,,,
1975,Ireland,,31.2,
1976,Ireland,,31.38,
1977,Ireland,,31.58,
1978,Ireland,,31.28,
1979,Ireland,,30.57,
1980,Ireland,41.370576017591496,31.13,23.03
1981,Ireland,40.992583502422,30.73,23.22
1982,Ireland,42.640334206327104,31.68,22.01
1983,Ireland,43.4017187030872,32.05,21.43
1984,Ireland,42.0646698369063,31.16,22.33
1985,Ireland,41.8542762365306,30.88,22.42
1986,Ireland,41.6089879180536,30.69,22.58
1987,Ireland,42.2934329548978,30.89,22.03
1988,Ireland,41.3789101434048,30.64,22.85
1989,Ireland,41.320745728945205,30.77,22.97
1990,Ireland,41.7826182270925,30.98,22.56
1991,Ireland,42.9493406874832,31.81,21.81
1992,Ireland,42.8504855517186,32.77,22.44
1993,Ireland,43.417020514881,32.35,21.54
1994,Ireland,44.6525020319353,33.25,20.82
1995,Ireland,44.3075915518207,33.15,21.01
1996,Ireland,42.1692897616513,31.71,22.49
1997,Ireland,42.9666276345021,33.39,22.61
1998,Ireland,44.8896848551513,35.65,21.84
1999,Ireland,45.0380694676561,34.93,21.15
2000,Ireland,46.392440437405504,36.47,20.64
2001,Ireland,45.5061663108523,35.37,20.96
2002,Ireland,45.2634841312911,35.54,21.3
2003,Ireland,46.3326332329849,36.26,20.56
2004,Ireland,46.890417944293,36.06,19.91
2005,Ireland,46.992541447022504,37.09,20.27
2006,Ireland,47.8694346750721,37.49,19.57
2007,Ireland,48.1103261352143,35.98,18.66
2008,Ireland,45.2011373063876,32.23,19.91
2009,Ireland,43.5301089681804,32.51,21.5
2010,Ireland,44.1613404027567,32.31,20.83
2011,Ireland,44.2733632180079,33.17,21.06
2012,Ireland,43.6501213337021,30.79,20.78
2013,Ireland,45.2478691445226,32.37,19.94
2014,Ireland,45.8830716044972,32.84,19.46
2015,Ireland,47.6744749360954,35.26,18.89
2016,Ireland,47.8611237557985,36.07,19.02
2017,Ireland,46.6501453345032,34.76,19.67
2018,Ireland,47.151255889397696,36.2,19.9
1979,Israel,59.3428071084141,47.93,13.3
1986,Israel,59.0525934302768,47.57,13.41
1992,Israel,59.5893851602362,48.27,13.24
1997,Israel,60.4701157791929,49.04,12.73
2001,Israel,61.012024301231804,49.6,12.45
2006,Israel,62.2768033187143,50.36,11.57
2007,Israel,62.2754202005773,50.21,11.52
2008,Israel,62.407898410822305,50.64,11.56
2009,Israel,62.5384896839641,51.07,11.61
2010,Israel,62.6672157761853,51.49,11.65
2011,Israel,62.2627259354736,50.79,11.74
2012,Israel,61.869329420616005,50.11,11.82
2013,Israel,60.8785711015557,49.21,12.36
2014,Israel,59.969502011359296,48.4,12.86
2015,Israel,59.662682401823396,48.09,13.02
2016,Israel,59.364902994380095,47.8,13.17
1922,India,,,
1923,India,,,
1924,India,,,
1925,India,,,
1926,India,,,
1927,India,,,
1928,India,,,
1929,India,,,
1930,India,,,
1931,India,,,
1932,India,,,
1933,India,,,
1934,India,,,
1935,India,,,
1936,India,,,
1937,India,,,
1938,India,,,
1939,India,,,
1940,India,,,
1941,India,,,
1943,India,,,
1944,India,,,
1945,India,,,
1947,India,,,
1948,India,,,
1949,India,,,
1950,India,,,
1951,India,48.756700184174,37.42,18.95
1952,India,48.6916139125071,36.92,18.93
1953,India,48.11633955145,36.84,19.32
1954,India,49.823447206694,38.77,18.58
1955,India,50.996523000319606,40.2,17.84
1956,India,51.3271281551386,40.15,17.71
1957,India,50.1555197217272,39.61,18.63
1958,India,50.6321637632222,39.7,18.16
1959,India,49.941249442805,38.66,18.39
1960,India,48.8391579341851,37.95,19.12
1961,India,48.8233818728325,38.08,19.28
1962,India,48.2963116449042,37.89,19.73
1963,India,46.5573619549033,35.56,20.62
1964,India,46.9687430676419,36.52,20.4
1965,India,47.053907978919405,36.9,20.35
1966,India,47.4209933138578,37.25,20.28
1967,India,47.2865733660743,36.76,20.21
1968,India,46.741811417283,36.16,20.34
1969,India,47.6643384928721,37.17,19.92
1970,India,47.8253783826403,37.54,19.85
1971,India,46.165025787366396,35.43,20.59
1972,India,45.939712485581204,35.11,20.75
1973,India,45.8720150335701,34.99,20.83
1974,India,45.9176642294013,35.02,20.76
1975,India,46.0423056485794,35.12,20.66
1976,India,46.2131279616649,35.32,20.53
1977,India,46.0437837146195,35.1,20.54
1978,India,45.6786429005666,34.6,20.63
1979,India,44.586167425484305,33.13,21.03
1980,India,44.0476633907515,32.36,21.21
1981,India,43.4788230707695,31.55,21.39
1982,India,43.017418086704104,30.87,21.54
1983,India,47.2203157585394,36.15,19.83
1984,India,45.7627245386696,34.24,20.4
1985,India,46.9488606596423,35.68,19.92
1986,India,47.215677353899096,35.97,19.8
1987,India,46.781498725713,35.37,19.96
1988,India,47.5411535602788,36.3,19.65
1989,India,47.546364246935404,36.34,19.65
1990,India,46.0675364465384,34.4,20.27
1991,India,46.4803659629691,35.02,20.11
1992,India,47.166683200902796,35.99,19.82
1993,India,48.525721415492704,37.67,19.33
1994,India,49.6406370025653,39.22,18.87
1995,India,49.6739841921695,39.28,18.9
1996,India,49.377891062545096,38.94,19.05
1997,India,49.9865345894506,39.75,18.83
2005,India,55.6197564417033,46.55,16.48
2012,India,62.6372906333984,56.03,13.46
2013,India,62.7859110148449,56.27,13.39
2007,Iraq,63.7468824981376,53.49,11.69
2012,Iraq,61.2308404545161,50.67,12.84
1986,Iran,65.9377219738133,57.19,11.08
1990,Iran,62.5908900748502,53.61,12.67
1994,Iran,62.4019520350515,53.49,12.78
1998,Iran,63.019538023033704,53.84,12.34
2005,Iran,62.736459572099804,53.16,12.28
2006,Iran,63.604716442165795,53.71,11.65
2009,Iran,60.782262421200194,50.72,13.02
2010,Iran,60.8793767934063,50.61,12.91
2014,Iran,58.8196179708703,49.45,14.43
2015,Iran,59.234097906777095,50.24,14.34
2016,Iran,59.3922786395035,50.42,14.24
2017,Iran,60.0699061338624,50.94,13.84
1980,Iceland,41.7677587825482,29.92,22.27
1981,Iceland,41.7677587825482,29.92,22.27
1982,Iceland,41.7677587825482,29.92,22.27
1983,Iceland,41.7677587825482,29.92,22.27
1984,Iceland,41.7677587825482,29.92,22.27
1985,Iceland,41.7677587825482,29.92,22.27
1986,Iceland,41.7677587825482,29.92,22.27
1987,Iceland,41.7677587825482,29.92,22.27
1988,Iceland,41.7677587825482,29.92,22.27
1989,Iceland,41.7677587825482,29.92,22.27
1990,Iceland,41.7677587825482,29.92,22.27
1991,Iceland,41.737846617357796,29.91,22.3
1992,Iceland,41.741261185845104,30.04,22.39
1993,Iceland,41.717359783565996,30.07,22.44
1994,Iceland,41.8076473748437,30.2,22.39
1995,Iceland,41.6762027464039,30.19,22.5
1996,Iceland,41.8648242089375,30.24,22.32
1997,Iceland,42.0668941140841,30.32,22.15
1998,Iceland,42.304962734673204,30.41,21.93
1999,Iceland,42.5678808577251,30.64,21.75
2000,Iceland,42.455369291149495,30.64,21.85
2001,Iceland,43.7719371907928,32.3,21.37
2002,Iceland,44.2643430582997,33.0,21.21
2003,Iceland,43.534668545510904,32.41,21.66
2004,Iceland,42.1192467575953,30.9,22.3
2005,Iceland,42.1431151709552,30.98,22.29
2006,Iceland,43.0564976909057,31.98,21.86
2007,Iceland,45.3607185951071,35.29,21.25
2008,Iceland,39.7834654955751,28.95,23.68
2009,Iceland,38.418691436922195,27.57,24.38
2010,Iceland,37.877882086292,26.83,24.55
2011,Iceland,38.2163003658829,27.39,24.49
2012,Iceland,38.3818838034701,27.79,24.51
2013,Iceland,40.1354391044588,29.81,23.75
2014,Iceland,39.929162854096,29.68,23.92
2015,Iceland,39.9553922829352,29.62,23.85
2016,Iceland,39.5322608345747,29.29,24.13
2005,Italy,49.3591580938388,35.03,17.51
2006,Italy,49.5195283408852,35.2,17.41
2007,Italy,49.6214956139962,35.41,17.36
2008,Italy,48.264071540764604,33.79,17.94
2009,Italy,48.336822441655904,33.73,17.89
2010,Italy,49.0683439297253,34.58,17.54
2011,Italy,49.663879954110904,35.25,17.28
2012,Italy,50.2383163483959,36.08,17.14
2013,Italy,50.5919282413847,36.15,16.78
2014,Italy,50.389499771042004,35.75,16.79
1986,Jordan,58.5562387356887,47.7,14.02
1992,Jordan,63.3761064819133,52.67,11.64
2002,Jordan,59.795336843082204,49.17,13.51
2006,Jordan,61.031841795818295,50.21,12.81
2008,Jordan,61.1495068053038,51.04,13.01
2010,Jordan,61.3409373013287,52.15,13.42
2013,Jordan,58.5356444194183,48.36,14.31
1886,Japan,,,
1887,Japan,,,
1888,Japan,,,
1889,Japan,,,
1890,Japan,,,
1891,Japan,,,
1892,Japan,,,
1893,Japan,,,
1894,Japan,,,
1895,Japan,,,
1896,Japan,,,
1897,Japan,,,
1898,Japan,,,
1899,Japan,,,
1900,Japan,,,
1901,Japan,,,
1902,Japan,,,
1903,Japan,,,
1904,Japan,,,
1905,Japan,,,
1906,Japan,,,
1907,Japan,,,
1908,Japan,,,
1909,Japan,,,
1910,Japan,,,
1911,Japan,,,
1912,Japan,,,
1913,Japan,,,
1914,Japan,,,
1915,Japan,,,
1916,Japan,,,
1917,Japan,,,
1918,Japan,,,
1919,Japan,,,
1920,Japan,,,
1921,Japan,,,
1922,Japan,,,
1923,Japan,,,
1924,Japan,,,
1925,Japan,,,
1926,Japan,,,
1927,Japan,,,
1928,Japan,,,
1929,Japan,,,
1930,Japan,,,
1931,Japan,,,
1932,Japan,,,
1933,Japan,,,
1934,Japan,,,
1935,Japan,,,
1936,Japan,,,
1937,Japan,,,
1938,Japan,,,
1939,Japan,,,
1940,Japan,,,
1941,Japan,,,
1942,Japan,,,
1943,Japan,,,
1944,Japan,,,
1945,Japan,,,
1947,Japan,,33.24,
1948,Japan,,33.58,
1949,Japan,,34.62,
1950,Japan,,34.34,
1951,Japan,,35.02,
1952,Japan,,36.6,
1953,Japan,,35.16,
1954,Japan,,34.94,
1955,Japan,,34.18,
1956,Japan,,34.59,
1957,Japan,,35.13,
1958,Japan,,35.16,
1959,Japan,,35.54,
1960,Japan,,35.76,
1961,Japan,,35.73,
1962,Japan,,36.15,
1963,Japan,,34.36,
1964,Japan,,34.05,
1965,Japan,,33.8,
1966,Japan,,33.64,
1967,Japan,,33.85,
1968,Japan,,33.72,
1969,Japan,,35.04,
1970,Japan,,36.32,
1971,Japan,,39.5,
1972,Japan,,38.7,
1973,Japan,,40.63,
1974,Japan,,34.78,
1975,Japan,,35.02,
1976,Japan,,34.43,
1977,Japan,,34.51,
1978,Japan,,34.78,
1979,Japan,,35.33,
1980,Japan,47.5132178141816,35.92,19.33
1981,Japan,46.995971426733604,35.51,19.63
1982,Japan,46.8179273709492,35.43,19.76
1983,Japan,47.126657963166004,35.63,19.55
1984,Japan,47.4921663504919,35.97,19.34
1985,Japan,48.2558993197305,36.58,18.87
1986,Japan,48.9246038567249,37.37,18.56
1987,Japan,50.38465386668211,39.2,17.95
1988,Japan,50.9670045452687,39.82,17.64
1989,Japan,51.5282440551744,40.69,17.49
1990,Japan,51.7664238109518,41.27,17.52
1991,Japan,50.68084987716121,40.12,18.05
1992,Japan,47.3710394748849,36.04,19.43
1993,Japan,47.8779939672879,36.55,19.15
1994,Japan,48.20787532406,36.91,18.96
1995,Japan,49.212877128306296,37.89,18.4
1996,Japan,50.2450133533905,38.8,17.82
1997,Japan,50.0851137895406,38.56,17.84
1998,Japan,50.3185043229607,38.94,17.74
1999,Japan,50.8814260883749,39.64,17.48
2000,Japan,51.961319594757406,40.75,16.92
2001,Japan,52.9379580703782,42.01,16.46
2002,Japan,53.8218541340775,43.01,16.0
2003,Japan,54.464448121375895,43.75,15.7
2004,Japan,55.3093845871892,44.72,15.31
2005,Japan,55.409692435618,44.93,15.32
2006,Japan,55.4855292835256,45.15,15.34
2007,Japan,55.6274928224866,45.32,15.27
2008,Japan,54.7885409454082,44.48,15.69
2009,Japan,53.361957892058996,43.52,16.69
2010,Japan,53.848038262333695,44.31,16.62
2011,Japan,53.5321469803115,44.14,16.85
2012,Japan,53.5420898580391,44.17,16.86
2013,Japan,53.6828313281564,44.27,16.79
2014,Japan,53.644111751645696,44.24,16.81
2015,Japan,53.767514424247096,44.32,16.73
2016,Japan,53.6887903193797,44.27,16.78
2017,Japan,53.6419614630113,44.24,16.82
2018,Japan,53.6419494431293,44.24,16.82
2019,Japan,53.6419561311895,44.24,16.82
2020,Japan,53.6419536166186,44.24,16.82
2021,Japan,53.6419536166186,44.24,16.82
1936,Kenya,,,
1943,Kenya,,,
1948,Kenya,,,
1949,Kenya,,,
1950,Kenya,,,
1951,Kenya,,,
1952,Kenya,,,
1953,Kenya,,,
1954,Kenya,,,
1955,Kenya,,,
1956,Kenya,,,
1957,Kenya,,,
1958,Kenya,,,
1959,Kenya,,,
1960,Kenya,,,
1961,Kenya,,,
1962,Kenya,,,
1963,Kenya,,,
1964,Kenya,,,
1965,Kenya,,,
1966,Kenya,,,
1967,Kenya,,,
1968,Kenya,,,
1969,Kenya,,,
1970,Kenya,,,
1992,Kenya,74.40921291025691,66.34,7.22
1994,Kenya,61.823491368925,51.16,12.35
1997,Kenya,64.36546867938699,54.56,11.26
2005,Kenya,65.1365792757417,55.11,10.88
2015,Kenya,59.904002445305004,48.72,13.01
1998,Kyrgyzstan,54.2579232053601,43.35,16.05
1999,Kyrgyzstan,51.4379015293871,40.32,17.48
2000,Kyrgyzstan,49.175475092960504,37.91,18.63
2001,Kyrgyzstan,49.9343373194011,38.18,18.07
2002,Kyrgyzstan,49.821176991890894,38.11,18.06
2003,Kyrgyzstan,48.7153590491109,37.37,18.87
2004,Kyrgyzstan,54.909176612404295,42.81,15.22
2005,Kyrgyzstan,53.9725938602043,42.41,16.1
2006,Kyrgyzstan,56.5123536182824,45.17,14.88
2007,Kyrgyzstan,52.771314064696995,41.09,16.61
2008,Kyrgyzstan,51.9738342213596,40.69,17.22
2009,Kyrgyzstan,51.977080629428194,40.6,17.25
2010,Kyrgyzstan,51.4449403348706,40.32,17.63
2011,Kyrgyzstan,49.4069226932961,38.55,18.77
2012,Kyrgyzstan,48.7973714343958,38.09,19.19
2013,Kyrgyzstan,49.1486983804016,38.21,18.85
2014,Kyrgyzstan,47.4262332924212,37.03,20.01
2015,Kyrgyzstan,49.669917612070705,39.68,19.09
2016,Kyrgyzstan,48.6671078300993,37.84,19.2
2017,Kyrgyzstan,50.3010143032373,39.3,18.32
2018,Kyrgyzstan,50.8982632440787,39.82,17.94
2010,Cambodia,66.8969545282479,55.74,9.8
2011,Cambodia,58.931395888902905,46.68,13.13
2012,Cambodia,57.8109744476073,45.52,13.68
2013,Cambodia,59.1004516270878,47.8,13.46
1995,Comoros,73.9120060235301,66.96,7.73
2004,Comoros,73.91201281763739,66.96,7.73
2014,Comoros,62.14410352745951,50.26,11.39
1933,South Korea,,,
1934,South Korea,,,
1935,South Korea,,,
1936,South Korea,,,
1937,South Korea,,,
1938,South Korea,,,
1939,South Korea,,,
1940,South Korea,,,
1941,South Korea,,,
1942,South Korea,,,
1976,South Korea,,26.97,
1977,South Korea,,26.77,
1978,South Korea,,27.02,
1979,South Korea,,26.32,
1980,South Korea,44.1406883177488,27.36,20.77
1981,South Korea,44.132599567126604,27.48,20.77
1982,South Korea,44.1585874818566,28.02,20.77
1983,South Korea,44.171930442604,28.31,20.77
1984,South Korea,44.153003427860895,28.03,20.77
1985,South Korea,44.1330733612782,27.41,20.77
1986,South Korea,44.2972730007116,32.01,20.77
1987,South Korea,44.2972730007116,32.01,20.77
1988,South Korea,44.2972730007116,32.01,20.77
1989,South Korea,44.2972730007116,32.01,20.77
1990,South Korea,44.2972730007116,32.01,20.77
1991,South Korea,44.2972730007116,32.01,20.77
1992,South Korea,44.2972730007116,32.01,20.77
1993,South Korea,44.2972730007116,32.01,20.77
1994,South Korea,44.2972730007116,32.01,20.77
